table,rows,class,kind,domain,D,P,E,W,T,M,missing,priority,exec_evidence,witness,transfer
sports_knowledge_certification,2,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
studio_render_attempts,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,0,0,PWT,4.0,"writer_fn:studio_release_render_lease,studio_claim_next_render_job; reader_fn:studio_release_render_lease,studio_claim_next_render_job",{},
studio_render_dependencies,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,0,0,PWT,4.0,reader_fn:studio_claim_next_render_job,{},
tessa_package_claims,10,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thy_loochy_earning_rules,12,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thy_loochy_pilot_policy,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_activation_spine_gate,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_ai_route_policy,5,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_art_museum_registry,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_artifact_author_gate,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_artifact_regeneration_log,6,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_batch_completion_promotion_gate,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_change_authority_gate,2,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_character_lock_sheets,3,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_character_name_proposals,5,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_comm_agent_policies,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_comm_runtime_status,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_company_value_expansion,3,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_cross_domain_activation_policy,3,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_delivery_asset_archive,6,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_depth_question_gate,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_device_context_registry,3,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_estate_accounts,16,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_estate_fuel_cycle,5,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_estate_function_registry,35,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_estate_incidents,8,EXECUTION MISSING,EVENT,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_estate_inspections,8,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_estate_laundry_cycle,6,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_estate_market_access,3,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_estate_parallel_reconciliation,50,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_estate_staff_lodging,10,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_estate_supplier_slots,16,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_estate_supply_routes,19,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_estate_waste_returns,11,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_estate_water_system,8,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_explanation_depth_policy,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_external_action_completion_gate,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_garment_cost_components,21,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_gate_enforcement_audit,8,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_gate_verification_checkpoint,23,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_global_interpretation_gate,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_global_measurement_spec,10,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_graph_finding_classification_v1,39,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_graph_predicate_contract_proposals,5,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_historical_medicine_records,8,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_history_chronicle,8,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_history_method_rules,9,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_image_generation_authorizations,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,0,0,PWT,4.0,reader_fn:thylora_validate_image_generation_authorization,{},
thylora_ingest_telemetry,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,0,0,PWT,4.0,writer_fn:record_thylora_ingest_telemetry_v1; reader_fn:record_thylora_ingest_telemetry_v1,{},
thylora_intent_interpretation_runs,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_jewelry_watch_registry,2,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_kitchen_equipment,9,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_kitchen_meal_plans,5,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_kitchen_posts,8,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_kitchen_shift_segments,5,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_kitchen_suppliers,10,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_kitchen_waste_routes,7,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_living_story_detail_gate,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_logic_federation_policy,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_mass_lock_policy,3,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_mirror_name_registry,2,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_movement_scoreboard,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_museum_universe_registry,4,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_name_lock_changes,317,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_name_lock_worklist,395,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_name_variant_dispositions,425,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_operational_flow_registry,4,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_output_validation_gate,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_people_in_time_state,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_person_authenticity_checks,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_person_authenticity_rule,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_person_garment_registry,3,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_person_life_events,34,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_person_off_duty_routine,22,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_person_private_access,12,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_person_residence_options,3,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_person_route_registry,4,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_person_world_sheet,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_person_world_sheet_proposals,15,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_plain_speech_gate,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_prompt_architecture_reviews,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_prototype_rescue_registry,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_reference_image_bindings,7,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_relief_cycle_proposals,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_report_experience_layers,2,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_report_recompute_registry,2,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_research_depth_lattice,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_rootbound_gap_registry,12,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_shorthand_dictionary,24,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_specificity_intake_gate,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_stone_technology_lineage,7,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_story_speech_engine,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_studio_role_registry,26,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_studio_units,11,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_submit_access_log,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,0,0,PWT,4.0,"writer_fn:thylora_submit_open_delivery_v1; reader_fn:thylora_submit_my_submissions_v1,thylora_submit_status_v1,thylora_submit_open_delivery_v1",{},
thylora_submit_deletion_requests,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,0,0,PWT,4.0,"writer_fn:thylora_submit_execute_deletion_v1,thylora_submit_request_deletion_v1; reader_fn:thylora_submit_my_submissions_v1,thylora_submit_sweep_targets_v1,thylora_submit_execute_deletion_v1",{},
thylora_submit_deliveries,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,0,0,PWT,4.0,"writer_fn:thylora_submit_deliver_v1,thylora_submit_execute_deletion_v1; reader_fn:thylora_submit_deliver_v1,thylora_submit_my_submissions_v1,thylora_submit_sweep_targets_v1",{},
thylora_system_evolution_markers,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_thought_blocker_gate,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_thread_derivative_gate,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_thread_signal_bus,2,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_thread_sync_gate,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_time_run_award_catalog,4,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_timestamp_punch_gate,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_visual_audit_runs,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_visual_preflight_gate,2,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_visual_serial_registry,3,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_voice_transcription_guard,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_wardrobe_supply_chain,11,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_world_infrastructure_blueprints,3,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
thylora_world_market_regulations,6,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
time_zone_transition_policy,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
transport_design_gate_registry,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
ue_engine_spec,16,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
ue_lb_analysis,9,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
ue_lb_misreading_patterns,11,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
ue_lb_sources,10,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
ue_safety_gates,6,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
ue_surfaces,7,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
wellness_monitoring_policy,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
adult_programs,0,SCAFFOLD ONLY,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,3.75,,{},
business_customer_sessions,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,3.75,,{},
business_demonstration_records,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,3.75,,{},
business_events,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,3.75,,{},
family_memorials,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,3.75,,{},
family_moment_participants,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,3.75,,{},
family_recipes,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,3.75,,{},
family_story_access,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,3.75,,{},
family_story_perspectives,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,3.75,,{},
family_timelines,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,3.75,,{},
freshpath_dispatch_events,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,3.75,,{},
game_bet_events,0,SCAFFOLD ONLY,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,3.75,,{},
job_interviews,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,3.75,,{},
job_offers,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,3.75,,{},
patient_advocacy_question_packets,0,SCAFFOLD ONLY,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,3.75,,{},
hot_gossip_story_submissions,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,3.5,,{},
studio_render_segments,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,3.5,,{},
world_inventory,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,3.5,,{},
adult_creator_channels,0,SCAFFOLD ONLY,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,3.12,,{},
family_identity_claims,0,SCAFFOLD ONLY,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,3.12,,{},
activity_sheets,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,3.0,,{},
bramble_anonymous_questions,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,3.0,,{},
er_vehicle_managed_fleet_registry,0,POPULATION MISSING,POLICY/REGISTRY,GENERAL,1,0,0,0,0,0,PEWT,3.0,,{},
households,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,3.0,,{},
property_leases,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,3.0,,{},
ree_redemption_registry,0,POPULATION MISSING,POLICY/REGISTRY,GENERAL,1,0,0,0,0,0,PEWT,3.0,,{},
studio_assembly_manifests,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,3.0,,{},
studio_audio_events,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,3.0,,{},
studio_jobs,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,3.0,,{},
thylora_castle_object_state_registry,0,POPULATION MISSING,POLICY/REGISTRY,GENERAL,1,0,0,0,0,0,PEWT,3.0,,{},
thylora_global_question_responses,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,3.0,,{},
thylora_mass_lock_runs,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,3.0,,{},
thylora_qyris_cluster,0,SCAFFOLD ONLY,OPERATIONAL,DASHBOARD-FLOOR,1,0,0,0,0,0,PEWT,3.0,,{},
thylora_qyris_node,0,SCAFFOLD ONLY,OPERATIONAL,DASHBOARD-FLOOR,1,0,0,0,0,0,PEWT,3.0,,{},
thylora_world_market_disclosures,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,3.0,,{},
thylora_world_market_dividends,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,3.0,,{},
transport_maintenance_reports,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,3.0,,{},
ue_questions,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,3.0,,{},
ue_transfer_tests,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,3.0,,{},
watch_progress,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,3.0,,{},
adult_ai_participants,0,SCAFFOLD ONLY,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,2.5,,{},
adult_audits,0,SCAFFOLD ONLY,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,2.5,,{},
adult_licenses,0,SCAFFOLD ONLY,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,2.5,,{},
adult_participation_links,0,SCAFFOLD ONLY,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,2.5,,{},
adult_payouts,0,SCAFFOLD ONLY,OPERATIONAL,COMMERCE,1,0,0,0,0,0,PEWT,2.5,,{},
adult_ratings,0,SCAFFOLD ONLY,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,2.5,,{},
adult_release_variants,0,SCAFFOLD ONLY,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,2.5,,{},
adult_shifts,0,SCAFFOLD ONLY,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,2.5,,{},
assembly_member,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
bonuses,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
bramble_pilot_registry,0,POPULATION MISSING,POLICY/REGISTRY,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
bramble_teacher_insights,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
conversations,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
crew_artifact,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
customer_suggestions,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
customer_visits,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
earth_lineage_relationships,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
er_vehicle_build_ledger,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
family_payout_readiness,0,SCAFFOLD ONLY,OPERATIONAL,COMMERCE,1,0,0,0,0,0,PEWT,2.5,,{},
game_bet_casino_rounds,0,SCAFFOLD ONLY,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,2.5,,{},
game_bet_handicap_packets,0,SCAFFOLD ONLY,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,2.5,,{},
game_bet_integrity_cases,0,SCAFFOLD ONLY,EVENT,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,2.5,,{},
game_bet_odds_history,0,SCAFFOLD ONLY,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,2.5,,{},
game_bet_responsible_play_actions,0,SCAFFOLD ONLY,EVENT,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,2.5,,{},
game_bet_ticket_legs,0,SCAFFOLD ONLY,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,2.5,,{},
guide_assignments,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
legal_family_counsel_registry,0,SCAFFOLD ONLY,POLICY/REGISTRY,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,2.5,,{},
messages,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
notifications,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
patient_advocacy_delivery_requests,0,SCAFFOLD ONLY,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,2.5,,{},
patient_advocacy_followups,0,SCAFFOLD ONLY,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,2.5,,{},
patient_advocacy_professional_credentials,0,SCAFFOLD ONLY,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,2.5,,{},
product_understanding_guides,0,SCAFFOLD ONLY,OPERATIONAL,DASHBOARD-FLOOR,1,0,0,0,0,0,PEWT,2.5,,{},
studio_character_injuries,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
studio_scene_character_snapshots,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
thylora_castle_space_connections,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
thylora_change_impact_queue,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
thylora_counterpart_registry,0,POPULATION MISSING,POLICY/REGISTRY,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
thylora_depth_gate_runs,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
thylora_hq_room_registry,0,POPULATION MISSING,POLICY/REGISTRY,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
thylora_visual_generation_pass,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
transport_provenance_registry,0,POPULATION MISSING,POLICY/REGISTRY,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
ue_adaptation_profiles,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
ue_explain_back,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
ue_learner_memory,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
ue_loop_events,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
understanding_records,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,2.5,,{},
